idx,algo_name,accuracy,auc,true_positives,true_negatives,false_positives,false_negatives,error-rate,retrained,inference_time,training_time,num_train_data
41,MLP-NoRetrain,0.627,0.5026666666666667,4,1250,0,746,0.373,True,0.0006055831909179688,9.5367431640625e-07,0
42,MLP-NoRetrain,0.5965,0.5012360939431397,2,1191,0,807,0.40349999999999997,True,0.0004718303680419922,7.152557373046875e-07,0
43,MLP-NoRetrain,0.657,0.49961977186311785,0,1314,1,685,0.34299999999999997,True,0.0006067752838134766,9.5367431640625e-07,0
44,MLP-NoRetrain,0.6475,0.5007082152974505,1,1294,0,705,0.35250000000000004,True,0.00046253204345703125,9.5367431640625e-07,0
45,MLP-NoRetrain,0.6185,0.5051880674448768,8,1229,0,763,0.38149999999999995,True,0.0006029605865478516,9.5367431640625e-07,0
46,MLP-NoRetrain,0.594,0.5024509803921569,4,1184,0,812,0.406,True,0.00046515464782714844,1.1920928955078125e-06,0
47,MLP-NoRetrain,0.5965,0.5012360939431397,2,1191,0,807,0.40349999999999997,True,0.00060272216796875,9.5367431640625e-07,0
48,MLP-NoRetrain,0.647,0.5007072135785007,1,1293,0,706,0.353,True,0.0004601478576660156,7.152557373046875e-07,0
49,MLP-NoRetrain,0.6525,0.5028612303290415,4,1301,0,695,0.34750000000000003,True,0.0006062984466552734,7.152557373046875e-07,0
50,MLP-NoRetrain,0.6055,0.5002208316456981,1,1210,1,788,0.39449999999999996,True,0.0004706382751464844,7.152557373046875e-07,0
51,MLP-NoRetrain,0.6065,0.5025284450063211,4,1209,0,787,0.39349999999999996,True,0.0006077289581298828,7.152557373046875e-07,0
52,MLP-NoRetrain,0.6065,0.5006345177664975,1,1212,0,787,0.39349999999999996,True,0.0004799365997314453,9.5367431640625e-07,0
53,MLP-NoRetrain,0.5725,0.5040603248259861,7,1138,0,855,0.4275,True,0.0006041526794433594,7.152557373046875e-07,0
54,MLP-NoRetrain,0.5975,0.5012391573729864,2,1193,0,805,0.40249999999999997,True,0.0004627704620361328,1.1920928955078125e-06,0
55,MLP-NoRetrain,0.6935,0.5040453074433657,5,1382,0,613,0.3065,True,0.0006058216094970703,1.1920928955078125e-06,0
56,MLP-NoRetrain,0.638,0.5002987582050261,1,1275,1,723,0.362,True,0.0004584789276123047,9.5367431640625e-07,0
57,MLP-NoRetrain,0.6655,0.5029717682020802,4,1327,0,669,0.3345,True,0.00060272216796875,1.1920928955078125e-06,0
58,MLP-NoRetrain,0.584,0.5011990407673861,2,1166,0,832,0.41600000000000004,True,0.0004642009735107422,9.5367431640625e-07,0
59,MLP-NoRetrain,0.617,0.5038860103626943,6,1228,0,766,0.383,True,0.0006055831909179688,7.152557373046875e-07,0
60,MLP-NoRetrain,0.624,0.5065616797900262,10,1238,0,752,0.376,True,0.00046324729919433594,9.5367431640625e-07,0
61,MLP-NoRetrain,0.586,0.503001200480192,5,1167,0,828,0.41400000000000003,True,0.0006008148193359375,1.1920928955078125e-06,0
62,MLP-NoRetrain,0.6135,0.5032133676092545,5,1222,0,773,0.38649999999999995,True,0.00046062469482421875,9.5367431640625e-07,0
63,MLP-NoRetrain,0.642,0.5,0,1284,0,716,0.358,True,0.0006043910980224609,7.152557373046875e-07,0
64,MLP-NoRetrain,0.69,0.500805152979066,1,1379,0,620,0.31000000000000005,True,0.000461578369140625,7.152557373046875e-07,0
65,MLP-NoRetrain,0.6415,0.5034626038781164,5,1278,0,717,0.35850000000000004,True,0.00060272216796875,7.152557373046875e-07,0
66,MLP-NoRetrain,0.6695,0.5030075187969925,4,1335,0,661,0.3305,True,0.00046181678771972656,9.5367431640625e-07,0
67,MLP-NoRetrain,0.687,0.5070866141732283,9,1365,0,626,0.31299999999999994,True,0.0006043910980224609,1.1920928955078125e-06,0
68,MLP-NoRetrain,0.62,0.5032679738562091,5,1235,0,760,0.38,True,0.0004611015319824219,9.5367431640625e-07,0
69,MLP-NoRetrain,0.6245,0.50132802124834,2,1247,0,751,0.37549999999999994,True,0.0006072521209716797,9.5367431640625e-07,0
70,MLP-NoRetrain,0.626,0.49960095770151636,0,1252,1,747,0.374,True,0.00046253204345703125,9.5367431640625e-07,0
71,MLP-NoRetrain,0.6005,0.5031094527363185,5,1196,0,799,0.39949999999999997,True,0.00060272216796875,9.5367431640625e-07,0
72,MLP-NoRetrain,0.622,0.5026315789473684,4,1240,0,756,0.378,True,0.00045800209045410156,1.1920928955078125e-06,0
73,MLP-NoRetrain,0.5705,0.5028935185185185,5,1136,0,859,0.4295,True,0.0006020069122314453,9.5367431640625e-07,0
74,MLP-NoRetrain,0.6285,0.5026773761713521,4,1253,0,743,0.37150000000000005,True,0.0004572868347167969,1.1920928955078125e-06,0
75,MLP-NoRetrain,0.6595,0.5050872093023255,7,1312,0,681,0.3405,True,0.0006039142608642578,9.5367431640625e-07,0
76,MLP-NoRetrain,0.6395,0.5020718232044199,3,1276,0,721,0.36050000000000004,True,0.0004723072052001953,1.1920928955078125e-06,0
77,MLP-NoRetrain,0.6295,0.5013458950201884,2,1257,0,741,0.37050000000000005,True,0.0006041526794433594,1.1920928955078125e-06,0
78,MLP-NoRetrain,0.575,0.5040840140023337,7,1143,0,850,0.42500000000000004,True,0.0004642009735107422,9.5367431640625e-07,0
79,MLP-NoRetrain,0.63,0.5033557046979866,5,1255,0,740,0.37,True,0.0006098747253417969,9.5367431640625e-07,0
80,MLP-NoRetrain,0.645,0.5014044943820225,2,1288,0,710,0.355,True,0.0004634857177734375,9.5367431640625e-07,0
81,MLP-NoRetrain,0.572,0.5024683802529579,5,1139,1,855,0.42800000000000005,True,0.0006062984466552734,7.152557373046875e-07,0
82,MLP-NoRetrain,0.6265,0.5026631158455392,4,1249,0,747,0.37350000000000005,True,0.00046634674072265625,9.5367431640625e-07,0
83,MLP-NoRetrain,0.607,0.5031605562579013,5,1209,0,786,0.393,True,0.0006039142608642578,9.5367431640625e-07,0
84,MLP-NoRetrain,0.644,0.5027932960893855,4,1284,0,712,0.356,True,0.0004603862762451172,9.5367431640625e-07,0
85,MLP-NoRetrain,0.6095,0.5056962025316456,9,1210,0,781,0.39049999999999996,True,0.0006132125854492188,9.5367431640625e-07,0
86,MLP-NoRetrain,0.587,0.5030084235860409,5,1169,0,826,0.41300000000000003,True,0.00045800209045410156,7.152557373046875e-07,0
87,MLP-NoRetrain,0.5775,0.5005910165484634,1,1154,0,845,0.4225,True,0.0006034374237060547,9.5367431640625e-07,0
88,MLP-NoRetrain,0.579,0.5017751479289941,3,1155,0,842,0.42100000000000004,True,0.00046706199645996094,9.5367431640625e-07,0
89,MLP-NoRetrain,0.5475,0.5038377192982456,7,1088,0,905,0.4525,True,0.0005996227264404297,7.152557373046875e-07,0
90,MLP-NoRetrain,0.5895,0.5024242424242424,4,1175,0,821,0.4105,True,0.0004763603210449219,7.152557373046875e-07,0
91,MLP-NoRetrain,0.5905,0.5018248175182481,3,1178,0,819,0.4095,True,0.0006213188171386719,9.5367431640625e-07,0
92,MLP-NoRetrain,0.5655,0.5011481056257175,2,1129,0,869,0.4345,True,0.00046253204345703125,1.1920928955078125e-06,0
93,MLP-NoRetrain,0.65,0.5070422535211268,10,1290,0,700,0.35,True,0.0006082057952880859,9.5367431640625e-07,0
94,MLP-NoRetrain,0.5905,0.5024301336573511,4,1177,0,819,0.4095,True,0.00046062469482421875,7.152557373046875e-07,0
95,MLP-NoRetrain,0.585,0.5023980815347722,4,1166,0,830,0.41500000000000004,True,0.000606536865234375,7.152557373046875e-07,0
96,MLP-NoRetrain,0.6225,0.5019788918205805,3,1242,0,755,0.37749999999999995,True,0.0004627704620361328,1.1920928955078125e-06,0
97,MLP-NoRetrain,0.643,0.5013966480446927,2,1284,0,714,0.357,True,0.0006024837493896484,9.5367431640625e-07,0
98,MLP-NoRetrain,0.6495,0.5021306818181818,3,1296,0,701,0.35050000000000003,True,0.0004591941833496094,7.152557373046875e-07,0
99,MLP-NoRetrain,0.6595,0.5036443148688047,5,1314,0,681,0.3405,True,0.0005984306335449219,9.5367431640625e-07,0
0,MLP-RetrainWin,0.764,0.5661122661122661,80,1448,32,440,0.236,True,0.0006008148193359375,1.3614983558654785,8000
1,MLP-RetrainWin,0.7155,0.534225415791642,43,1388,3,566,0.2845,True,0.0004634857177734375,1.1833429336547852,16000
2,MLP-RetrainWin,0.6085,0.5170380256567707,58,1159,47,736,0.39149999999999996,True,0.0005779266357421875,3.333186626434326,24000
3,MLP-RetrainWin,0.779,0.7075078206465067,324,1234,136,306,0.22099999999999997,True,0.0005786418914794922,4.511762619018555,32000
4,MLP-RetrainWin,0.7235,0.7039398736827998,482,965,247,306,0.27649999999999997,True,0.0005862712860107422,2.320075511932373,40000
5,MLP-RetrainWin,0.7275,0.7076769349120343,485,970,238,307,0.27249999999999996,True,0.0005750656127929688,3.7040319442749023,48000
6,MLP-RetrainWin,0.736,0.6998977612662456,418,1054,168,360,0.264,True,0.0005781650543212891,4.363829851150513,56000
7,MLP-RetrainWin,0.625,0.5006657789613849,1,1249,0,750,0.375,True,0.0006024837493896484,7.064061403274536,56000
8,MLP-RetrainWin,0.716,0.6973705299673013,486,946,197,371,0.28400000000000003,True,0.0005793571472167969,4.4491941928863525,56000
9,MLP-RetrainWin,0.7185,0.6967969073004332,463,974,259,304,0.2815,True,0.0005846023559570312,4.969679832458496,56000
10,MLP-RetrainWin,0.7115,0.677513579239226,408,1015,207,370,0.2885,True,0.008498668670654297,2.201374053955078,56000
11,MLP-RetrainWin,0.617,0.5,0,1234,0,766,0.383,True,0.0034105777740478516,4.2827348709106445,56000
12,MLP-RetrainWin,0.594,0.5012285012285013,2,1186,0,812,0.406,True,0.0006330013275146484,2.468970775604248,56000
13,MLP-RetrainWin,0.697,0.7016490175451742,661,733,378,228,0.30300000000000005,True,0.0006580352783203125,1.8438503742218018,56000
14,MLP-RetrainWin,0.6405,0.5,0,1281,0,719,0.35950000000000004,True,0.0006587505340576172,5.224302768707275,56000
15,MLP-RetrainWin,0.7175,0.7158292822866154,634,801,290,275,0.2825,True,0.007447719573974609,4.350513219833374,56000
16,MLP-RetrainWin,0.7175,0.6800139382226763,398,1037,190,375,0.2825,True,0.0006206035614013672,3.868985176086426,56000
17,MLP-RetrainWin,0.6185,0.5022057796717039,4,1233,1,762,0.38149999999999995,True,0.0005786418914794922,2.3238658905029297,56000
18,MLP-RetrainWin,0.6835,0.6160841839538075,234,1133,78,555,0.3165,True,0.0005860328674316406,6.49042820930481,56000
19,MLP-RetrainWin,0.718,0.6947266464209507,463,973,224,340,0.28200000000000003,True,0.0005729198455810547,3.503479242324829,56000
20,MLP-RetrainWin,0.7525,0.7230548469387754,460,1045,171,324,0.24750000000000005,True,0.0005848407745361328,3.579298973083496,56000
21,MLP-RetrainWin,0.63,0.5006747638326585,1,1259,0,740,0.37,True,0.0005841255187988281,2.543663263320923,56000
22,MLP-RetrainWin,0.7015,0.6450675734976118,309,1094,139,458,0.2985,True,0.0005891323089599609,5.409072399139404,56000
23,MLP-RetrainWin,0.7255,0.6593217756889281,306,1145,202,347,0.27449999999999997,True,0.0005731582641601562,3.700195074081421,56000
24,MLP-RetrainWin,0.5945,0.5,0,1189,0,811,0.40549999999999997,True,0.0005757808685302734,6.340481281280518,56000
25,MLP-RetrainWin,0.72,0.7340000578323604,668,772,406,154,0.28,True,0.0005958080291748047,3.837923526763916,56000
26,MLP-RetrainWin,0.7825,0.7489139221185067,430,1135,203,232,0.21750000000000003,True,0.0006937980651855469,3.580033302307129,56000
27,MLP-RetrainWin,0.5925,0.5,0,1185,0,815,0.4075,True,0.003185749053955078,4.9227073192596436,56000
28,MLP-RetrainWin,0.749,0.7232413583990298,472,1026,198,304,0.251,True,0.0005948543548583984,2.808039665222168,56000
29,MLP-RetrainWin,0.7035,0.657606003566475,327,1080,96,497,0.2965,True,0.0005776882171630859,3.7360661029815674,56000
30,MLP-RetrainWin,0.6845,0.5955412664390993,166,1203,32,599,0.3155,True,0.0006537437438964844,3.2587900161743164,56000
31,MLP-RetrainWin,0.648,0.5,0,1296,0,704,0.352,True,0.0005905628204345703,3.6162924766540527,56000
32,MLP-RetrainWin,0.6795,0.7134563307395176,659,700,533,108,0.3205,True,0.0005838871002197266,5.030254602432251,56000
33,MLP-RetrainWin,0.7405,0.7132509977348722,447,1034,236,283,0.25949999999999995,True,0.0005764961242675781,1.5161495208740234,56000
34,MLP-RetrainWin,0.669,0.5,0,1338,0,662,0.33099999999999996,True,0.0005681514739990234,1.975966215133667,56000
35,MLP-RetrainWin,0.581,0.5017835909631391,3,1159,0,838,0.41900000000000004,True,0.0006334781646728516,1.9823665618896484,56000
36,MLP-RetrainWin,0.649,0.5,0,1298,0,702,0.351,True,0.0005779266357421875,4.720354080200195,56000
37,MLP-RetrainWin,0.6995,0.6575462108987704,357,1042,155,446,0.3005,True,0.0006451606750488281,3.876871109008789,56000
38,MLP-RetrainWin,0.7115,0.6881032380657237,447,976,162,415,0.2885,True,0.0005736351013183594,1.9775269031524658,56000
39,MLP-RetrainWin,0.708,0.5,0,1416,0,584,0.29200000000000004,True,0.000576019287109375,1.7442069053649902,56000
40,MLP-RetrainWin,0.5925,0.5036540803897686,6,1179,0,815,0.4075,True,0.0005843639373779297,4.004797697067261,56000
41,MLP-RetrainWin,0.756,0.7069333333333334,383,1129,121,367,0.244,True,0.0006287097930908203,5.0519185066223145,56000
42,MLP-RetrainWin,0.7385,0.7431690501173303,621,856,335,188,0.26149999999999995,True,0.0006368160247802734,5.10391902923584,56000
43,MLP-RetrainWin,0.753,0.7282395714801143,445,1061,254,240,0.247,True,0.0005729198455810547,8.647593021392822,56000
44,MLP-RetrainWin,0.709,0.7458306150417486,615,803,491,91,0.29100000000000004,True,0.0005717277526855469,6.094578266143799,56000
45,MLP-RetrainWin,0.618,0.5045395590142672,7,1229,0,764,0.382,True,0.0005819797515869141,3.074174642562866,56000
46,MLP-RetrainWin,0.7255,0.7039778749337572,479,972,212,337,0.27449999999999997,True,0.0005795955657958984,1.9766066074371338,56000
47,MLP-RetrainWin,0.5975,0.5024721878862793,4,1191,0,805,0.40249999999999997,True,0.0005786418914794922,1.635932445526123,56000
48,MLP-RetrainWin,0.7095,0.5961602623636577,148,1271,22,559,0.2905,True,0.0005853176116943359,2.9157915115356445,56000
49,MLP-RetrainWin,0.654,0.5050071530758226,7,1301,0,692,0.346,True,0.0005772113800048828,3.1842293739318848,56000
50,MLP-RetrainWin,0.708,0.6650235117673963,364,1052,159,425,0.29200000000000004,True,0.0006856918334960938,4.8617730140686035,56000
51,MLP-RetrainWin,0.71,0.6816742112203146,432,988,221,359,0.29000000000000004,True,0.0005764961242675781,2.5750622749328613,56000
52,MLP-RetrainWin,0.6775,0.6124897388215979,241,1114,98,547,0.3225,True,0.0005867481231689453,2.1070690155029297,56000
53,MLP-RetrainWin,0.6325,0.6469597005370271,648,617,521,214,0.36750000000000005,True,0.0005743503570556641,9.1257905960083,56000
54,MLP-RetrainWin,0.715,0.7252228250087509,628,802,391,179,0.28500000000000003,True,0.0005655288696289062,3.1743290424346924,56000
55,MLP-RetrainWin,0.767,0.7406085641090487,415,1119,263,203,0.23299999999999998,True,0.0005679130554199219,5.075763702392578,56000
56,MLP-RetrainWin,0.765,0.7507014323074526,506,1024,252,218,0.235,True,0.0005769729614257812,3.0248734951019287,56000
57,MLP-RetrainWin,0.668,0.5066864784546805,9,1327,0,664,0.33199999999999996,True,0.0005779266357421875,3.53900146484375,56000
58,MLP-RetrainWin,0.585,0.5023980815347722,4,1166,0,830,0.41500000000000004,True,0.0005731582641601562,1.9906246662139893,56000
59,MLP-RetrainWin,0.619,0.5064766839378239,10,1228,0,762,0.381,True,0.0006124973297119141,2.477419853210449,56000
60,MLP-RetrainWin,0.727,0.6916858534847926,414,1040,198,348,0.273,True,0.0005795955657958984,5.355602264404297,56000
61,MLP-RetrainWin,0.7375,0.7118451493708023,465,1010,157,368,0.26249999999999996,True,0.0005958080291748047,2.463456153869629,56000
62,MLP-RetrainWin,0.7095,0.6550946865309935,319,1100,122,459,0.2905,True,0.0007157325744628906,2.1828956604003906,56000
63,MLP-RetrainWin,0.642,0.5,0,1284,0,716,0.358,True,0.000591278076171875,6.365339517593384,56000
64,MLP-RetrainWin,0.717,0.6912171180544608,387,1047,332,234,0.28300000000000003,True,0.0006392002105712891,3.4101521968841553,56000
65,MLP-RetrainWin,0.676,0.5907148028212365,205,1147,131,517,0.32399999999999995,True,0.0005810260772705078,4.46931791305542,56000
66,MLP-RetrainWin,0.639,0.6333643096505308,410,868,467,255,0.361,True,0.0006976127624511719,3.292889356613159,56000
67,MLP-RetrainWin,0.7035,0.5339130685587379,44,1363,2,591,0.2965,True,0.0005817413330078125,2.563633680343628,56000
68,MLP-RetrainWin,0.634,0.524304728639094,44,1224,11,721,0.366,True,0.0006575584411621094,3.3000400066375732,56000
69,MLP-RetrainWin,0.6885,0.6002629418173336,183,1194,53,570,0.3115,True,0.0005822181701660156,5.15929651260376,56000
70,MLP-RetrainWin,0.741,0.7043668154928839,418,1064,189,329,0.259,True,0.00063323974609375,4.5936219692230225,56000
71,MLP-RetrainWin,0.685,0.6391911679062879,326,1044,152,478,0.31499999999999995,True,0.00060272216796875,2.8298676013946533,56000
72,MLP-RetrainWin,0.653,0.5441850594227504,69,1237,3,691,0.347,True,0.0006504058837890625,2.2211241722106934,56000
73,MLP-RetrainWin,0.595,0.5313885628586332,55,1135,1,809,0.405,True,0.0005738735198974609,2.7981255054473877,56000
74,MLP-RetrainWin,0.629,0.5033467202141901,5,1253,0,742,0.371,True,0.0005927085876464844,4.385525941848755,56000
75,MLP-RetrainWin,0.6705,0.5259146341463415,43,1298,14,645,0.3295,True,0.0006730556488037109,2.542585849761963,56000
76,MLP-RetrainWin,0.6405,0.5034530386740331,5,1276,0,719,0.35950000000000004,True,0.0006339550018310547,4.659092903137207,56000
77,MLP-RetrainWin,0.6305,0.5026917900403769,4,1257,0,739,0.36950000000000005,True,0.0005795955657958984,2.7237932682037354,56000
78,MLP-RetrainWin,0.6665,0.6790269215181242,657,676,467,200,0.3335,True,0.000637054443359375,2.557129144668579,56000
79,MLP-RetrainWin,0.6315,0.5053691275167785,8,1255,0,737,0.36850000000000005,True,0.0005929470062255859,3.0723624229431152,56000
80,MLP-RetrainWin,0.699,0.6981558378114313,495,903,385,217,0.30100000000000005,True,0.0007450580596923828,3.4197235107421875,56000
81,MLP-RetrainWin,0.702,0.6781925744594043,437,967,173,423,0.29800000000000004,True,0.00067138671875,4.574695110321045,56000
82,MLP-RetrainWin,0.726,0.7036414750975215,461,991,258,290,0.274,True,0.0006268024444580078,5.8926169872283936,56000
83,MLP-RetrainWin,0.7445,0.7113029229786295,437,1052,157,354,0.25549999999999995,True,0.0005807876586914062,5.207835912704468,56000
84,MLP-RetrainWin,0.75,0.7271402217233156,463,1037,247,253,0.25,True,0.0006594657897949219,3.843501567840576,56000
85,MLP-RetrainWin,0.6095,0.5056962025316456,9,1210,0,781,0.39049999999999996,True,0.0005819797515869141,1.8651704788208008,56000
86,MLP-RetrainWin,0.5845,0.5,0,1169,0,831,0.4155,True,0.0006291866302490234,4.013736963272095,56000
87,MLP-RetrainWin,0.697,0.6669247882788205,399,995,159,447,0.30300000000000005,True,0.0005702972412109375,4.495090484619141,56000
88,MLP-RetrainWin,0.7175,0.700937524014447,502,933,222,343,0.2825,True,0.0006606578826904297,5.192596197128296,56000
89,MLP-RetrainWin,0.711,0.715484713622291,699,723,365,213,0.28900000000000003,True,0.0006451606750488281,9.34805679321289,56000
90,MLP-RetrainWin,0.739,0.7267827208252741,542,936,239,283,0.261,True,0.00063323974609375,5.165281295776367,56000
91,MLP-RetrainWin,0.744,0.7442632363815118,613,875,303,209,0.256,True,0.0005950927734375,3.274074077606201,56000
92,MLP-RetrainWin,0.5665,0.5022962112514351,4,1129,0,867,0.4335,True,0.0005714893341064453,4.105013608932495,56000
93,MLP-RetrainWin,0.734,0.6832951195545365,361,1107,183,349,0.266,True,0.0006964206695556641,2.1089184284210205,56000
94,MLP-RetrainWin,0.588,0.4995751911639762,0,1176,1,823,0.41200000000000003,True,0.0006184577941894531,2.7220895290374756,56000
95,MLP-RetrainWin,0.584,0.5011990407673861,2,1166,0,832,0.41600000000000004,True,0.0005879402160644531,4.2675275802612305,56000
96,MLP-RetrainWin,0.791,0.7872526650776048,585,997,245,173,0.20899999999999996,True,0.0006320476531982422,3.2628791332244873,56000
97,MLP-RetrainWin,0.643,0.5013966480446927,2,1284,0,714,0.357,True,0.0005748271942138672,3.5090599060058594,56000
98,MLP-RetrainWin,0.697,0.7104026374859709,532,862,434,172,0.30300000000000005,True,0.0006363391876220703,3.643510103225708,56000
99,MLP-RetrainWin,0.726,0.7319093325523295,515,937,377,171,0.274,True,0.0005743503570556641,3.40948486328125,56000
0,MLP-RetrainOne,0.7415,0.5028846153846154,3,1480,0,517,0.25849999999999995,True,0.0085601806640625,0.297257661819458,8000
1,MLP-RetrainOne,0.6955,0.5,0,1391,0,609,0.3045,True,0.0004553794860839844,0.3980553150177002,8000
2,MLP-RetrainOne,0.4335,0.5199391372273812,746,121,1085,48,0.5665,True,0.0006117820739746094,1.802818775177002,8000
3,MLP-RetrainOne,0.7635,0.7394913683234852,425,1102,268,205,0.23650000000000004,True,0.0005738735198974609,0.41695070266723633,8000
4,MLP-RetrainOne,0.729,0.7022624851317619,454,1004,208,334,0.271,True,0.0005819797515869141,0.781494140625,8000
5,MLP-RetrainOne,0.612,0.5155361562646331,41,1183,25,751,0.388,True,0.0005691051483154297,0.8124141693115234,8000
6,MLP-RetrainOne,0.6755,0.6788767623559506,540,811,411,238,0.3245,True,0.0006155967712402344,1.227449893951416,8000
7,MLP-RetrainOne,0.7225,0.7000428571885471,458,987,262,293,0.27749999999999997,True,0.0005795955657958984,1.0432660579681396,8000
8,MLP-RetrainOne,0.714,0.7020440997967435,530,898,245,327,0.28600000000000003,True,0.0005848407745361328,0.32956910133361816,8000
9,MLP-RetrainOne,0.6165,0.5002463754783438,1,1232,1,766,0.38349999999999995,True,0.0005674362182617188,1.1334941387176514,8000
10,MLP-RetrainOne,0.6975,0.6406045548828462,299,1096,126,479,0.3025,True,0.0006165504455566406,0.8447093963623047,8000
