idx,algo_name,accuracy,auc,true_positives,true_negatives,false_positives,false_negatives,error-rate,retrained,inference_time,training_time,num_train_data
15,MLP-NoRetrain,1.0,1.0,160,40,0,0,0.0,True,0.0001785755157470703,4.76837158203125e-07,0
16,MLP-NoRetrain,1.0,1.0,174,26,0,0,0.0,True,0.00017523765563964844,4.76837158203125e-07,0
17,MLP-NoRetrain,0.99,0.9565217391304348,177,21,2,0,0.010000000000000009,True,0.00017642974853515625,4.76837158203125e-07,0
18,MLP-NoRetrain,0.93,0.6818181818181819,178,8,14,0,0.06999999999999995,True,0.00017499923706054688,7.152557373046875e-07,0
19,MLP-NoRetrain,0.72,0.5333333333333333,140,4,56,0,0.28,True,0.00017547607421875,7.152557373046875e-07,0
20,MLP-NoRetrain,0.995,0.9944444444444445,110,89,1,0,0.0050000000000000044,True,0.0001747608184814453,4.76837158203125e-07,0
21,MLP-NoRetrain,0.985,0.9802631578947368,124,73,3,0,0.015000000000000013,True,0.0001747608184814453,4.76837158203125e-07,0
22,MLP-NoRetrain,0.995,0.9891304347826088,154,45,1,0,0.0050000000000000044,True,0.0001747608184814453,7.152557373046875e-07,0
23,MLP-NoRetrain,1.0,1.0,177,23,0,0,0.0,True,0.00017547607421875,7.152557373046875e-07,0
24,MLP-NoRetrain,0.99,0.9333333333333333,185,13,2,0,0.010000000000000009,True,0.00017571449279785156,7.152557373046875e-07,0
25,MLP-NoRetrain,0.95,0.6875,184,6,10,0,0.050000000000000044,True,0.00017452239990234375,7.152557373046875e-07,0
26,MLP-NoRetrain,0.825,0.4881656804733728,165,0,31,4,0.17500000000000004,True,0.00017595291137695312,7.152557373046875e-07,0
27,MLP-NoRetrain,0.985,0.985,98,99,1,2,0.015000000000000013,True,0.00017595291137695312,4.76837158203125e-07,0
28,MLP-NoRetrain,0.985,0.9888888888888889,132,65,0,3,0.015000000000000013,True,0.0001747608184814453,7.152557373046875e-07,0
29,MLP-NoRetrain,0.96,0.9743589743589743,148,44,0,8,0.040000000000000036,True,0.00017380714416503906,7.152557373046875e-07,0
30,MLP-NoRetrain,0.97,0.9834254143646408,175,19,0,6,0.030000000000000027,True,0.00017452239990234375,4.76837158203125e-07,0
31,MLP-NoRetrain,0.965,0.9033687943262411,183,10,2,5,0.03500000000000003,True,0.00017404556274414062,4.76837158203125e-07,0
32,MLP-NoRetrain,0.98,0.7948717948717948,193,3,2,2,0.020000000000000018,True,0.00017261505126953125,7.152557373046875e-07,0
33,MLP-NoRetrain,0.875,0.5151515151515151,174,1,23,2,0.125,True,0.0001761913299560547,7.152557373046875e-07,0
34,MLP-NoRetrain,0.97,0.9719967532467534,87,107,5,1,0.030000000000000027,True,0.00017499923706054688,4.76837158203125e-07,0
35,MLP-NoRetrain,0.98,0.981329839502129,126,70,1,3,0.020000000000000018,True,0.00017595291137695312,4.76837158203125e-07,0
36,MLP-NoRetrain,0.985,0.9830043859649122,150,47,1,2,0.015000000000000013,True,0.00017380714416503906,4.76837158203125e-07,0
37,MLP-NoRetrain,0.965,0.9806629834254144,174,19,0,7,0.03500000000000003,True,0.00017523765563964844,4.76837158203125e-07,0
38,MLP-NoRetrain,0.95,0.9739583333333333,182,8,0,10,0.050000000000000044,True,0.00017595291137695312,7.152557373046875e-07,0
39,MLP-NoRetrain,0.95,0.6820512820512821,188,2,3,7,0.050000000000000044,True,0.0001876354217529297,1.1920928955078125e-06,0
40,MLP-NoRetrain,0.87,0.510439695406534,173,1,22,4,0.13,True,0.00027680397033691406,7.152557373046875e-07,0
41,MLP-NoRetrain,0.975,0.9745251733494121,105,90,3,2,0.025000000000000022,True,0.00017571449279785156,4.76837158203125e-07,0
42,MLP-NoRetrain,0.98,0.9786666666666667,123,73,2,2,0.020000000000000018,True,0.00017333030700683594,7.152557373046875e-07,0
43,MLP-NoRetrain,0.955,0.9630824372759855,147,44,1,8,0.04500000000000004,True,0.00017309188842773438,7.152557373046875e-07,0
44,MLP-NoRetrain,0.94,0.9664804469273742,167,21,0,12,0.06000000000000005,True,0.00017499923706054688,7.152557373046875e-07,0
45,MLP-NoRetrain,0.965,0.9814814814814814,182,11,0,7,0.03500000000000003,True,0.00017333030700683594,4.76837158203125e-07,0
46,MLP-NoRetrain,0.965,0.8228621291448517,187,6,3,4,0.03500000000000003,True,0.00017380714416503906,4.76837158203125e-07,0
47,MLP-NoRetrain,0.865,0.6160714285714286,165,8,24,3,0.135,True,0.00017452239990234375,7.152557373046875e-07,0
48,MLP-NoRetrain,0.98,0.98,98,98,2,2,0.020000000000000018,True,0.00017309188842773438,4.76837158203125e-07,0
49,MLP-NoRetrain,0.975,0.9803149606299213,122,73,0,5,0.025000000000000022,True,0.0001723766326904297,7.152557373046875e-07,0
50,MLP-NoRetrain,0.03,0.018181818181818188,0,6,159,35,0.97,True,0.00017404556274414062,4.76837158203125e-07,0
51,MLP-NoRetrain,0.0,0.0,0,0,170,30,1.0,True,0.0001742839813232422,9.5367431640625e-07,0
52,MLP-NoRetrain,0.02,0.125,4,0,184,12,0.98,True,0.00017309188842773438,4.76837158203125e-07,0
53,MLP-NoRetrain,0.03,0.25,6,0,188,6,0.97,True,0.00017404556274414062,4.76837158203125e-07,0
54,MLP-NoRetrain,0.335,0.47183098591549294,67,0,129,4,0.665,True,0.00017333030700683594,7.152557373046875e-07,0
55,MLP-NoRetrain,0.015,0.015463917525773196,3,0,103,94,0.985,True,0.0001728534698486328,7.152557373046875e-07,0
56,MLP-NoRetrain,0.0,0.0,0,0,118,82,1.0,True,0.0001728534698486328,9.5367431640625e-07,0
57,MLP-NoRetrain,0.005,0.011904761904761904,1,0,158,41,0.995,True,0.0001735687255859375,4.76837158203125e-07,0
58,MLP-NoRetrain,0.0,0.0,0,0,172,28,1.0,True,0.00017333030700683594,9.5367431640625e-07,0
59,MLP-NoRetrain,0.0,0.0,0,0,183,17,1.0,True,0.0001747608184814453,7.152557373046875e-07,0
60,MLP-NoRetrain,0.1,0.3225806451612903,20,0,169,11,0.9,True,0.00017380714416503906,4.76837158203125e-07,0
61,MLP-NoRetrain,0.255,0.45535714285714285,51,0,144,5,0.745,True,0.0001735687255859375,4.76837158203125e-07,0
62,MLP-NoRetrain,0.0,0.0,0,0,115,85,1.0,True,0.00017404556274414062,7.152557373046875e-07,0
63,MLP-NoRetrain,0.0,0.0,0,0,128,72,1.0,True,0.00017380714416503906,4.76837158203125e-07,0
64,MLP-NoRetrain,0.0,0.0,0,0,149,51,1.0,True,0.00017380714416503906,4.76837158203125e-07,0
65,MLP-NoRetrain,0.005,0.002941176470588225,0,1,169,30,0.995,True,0.00017333030700683594,7.152557373046875e-07,0
66,MLP-NoRetrain,0.005,0.021739130434782608,1,0,177,22,0.995,True,0.0001735687255859375,4.76837158203125e-07,0
67,MLP-NoRetrain,0.055,0.3235294117647059,11,0,183,6,0.945,True,0.00017213821411132812,4.76837158203125e-07,0
68,MLP-NoRetrain,0.295,0.48360655737704916,59,0,139,2,0.7050000000000001,True,0.00017380714416503906,7.152557373046875e-07,0
69,MLP-NoRetrain,0.0,0.0,0,0,112,88,1.0,True,0.00017309188842773438,4.76837158203125e-07,0
70,MLP-NoRetrain,0.0,0.0,0,0,121,79,1.0,True,0.00017309188842773438,7.152557373046875e-07,0
71,MLP-NoRetrain,0.005,0.011904761904761904,1,0,158,41,0.995,True,0.00017213821411132812,7.152557373046875e-07,0
72,MLP-NoRetrain,0.0,0.0,0,0,168,32,1.0,True,0.0001728534698486328,4.76837158203125e-07,0
73,MLP-NoRetrain,0.005,0.045454545454545456,1,0,189,10,0.995,True,0.00017189979553222656,4.76837158203125e-07,0
74,MLP-NoRetrain,0.055,0.3055555555555556,11,0,182,7,0.945,True,0.0001742839813232422,4.76837158203125e-07,0
75,MLP-NoRetrain,0.295,0.44696969696969696,59,0,134,7,0.7050000000000001,True,0.00017404556274414062,7.152557373046875e-07,0
76,MLP-NoRetrain,0.02,0.020551378446115282,1,3,92,104,0.98,True,0.00018215179443359375,4.76837158203125e-07,0
77,MLP-NoRetrain,0.04,0.03329727130664741,1,7,134,58,0.96,True,0.00017690658569335938,7.152557373046875e-07,0
78,MLP-NoRetrain,0.025,0.015923566878980888,0,5,152,43,0.975,True,0.00017762184143066406,4.76837158203125e-07,0
79,MLP-NoRetrain,0.035,0.01944444444444443,0,7,173,20,0.965,True,0.0003833770751953125,7.152557373046875e-07,0
80,MLP-NoRetrain,0.045,0.02331606217616583,0,9,184,7,0.955,True,0.0001747608184814453,7.152557373046875e-07,0
81,MLP-NoRetrain,0.04,0.3203125,5,3,189,3,0.96,True,0.0001728534698486328,7.152557373046875e-07,0
82,MLP-NoRetrain,0.115,0.511049723756906,19,4,177,0,0.885,True,0.00017333030700683594,4.76837158203125e-07,0
83,MLP-NoRetrain,0.025,0.02477137976082805,3,2,91,104,0.975,True,0.00017261505126953125,9.5367431640625e-07,0
84,MLP-NoRetrain,0.035,0.02573529411764708,0,7,129,64,0.965,True,0.0001728534698486328,7.152557373046875e-07,0
85,MLP-NoRetrain,0.03,0.0179640718562874,0,6,161,33,0.97,True,0.00017452239990234375,4.76837158203125e-07,0
86,MLP-NoRetrain,0.02,0.011111111111111127,0,4,176,20,0.98,True,0.00017404556274414062,4.76837158203125e-07,0
87,MLP-NoRetrain,0.055,0.27525252525252525,1,10,188,1,0.945,True,0.0001735687255859375,4.76837158203125e-07,0
88,MLP-NoRetrain,0.04,0.17975567190226874,3,5,186,6,0.96,True,0.00017261505126953125,7.152557373046875e-07,0
89,MLP-NoRetrain,0.085,0.44719169719169716,16,1,181,2,0.915,True,0.0001723766326904297,7.152557373046875e-07,0
90,MLP-NoRetrain,0.015,0.015000000000000008,1,2,98,99,0.985,True,0.00017380714416503906,4.76837158203125e-07,0
91,MLP-NoRetrain,0.025,0.022658973434307027,1,4,137,58,0.975,True,0.0001742839813232422,7.152557373046875e-07,0
92,MLP-NoRetrain,0.03,0.019607843137254888,0,6,147,47,0.97,True,0.0001742839813232422,7.152557373046875e-07,0
93,MLP-NoRetrain,0.05,0.02762430939226518,0,10,171,19,0.95,True,0.0001747608184814453,7.152557373046875e-07,0
94,MLP-NoRetrain,0.04,0.02061855670103091,0,8,186,6,0.96,True,0.00017404556274414062,7.152557373046875e-07,0
95,MLP-NoRetrain,0.065,0.26861702127659576,6,7,181,6,0.935,True,0.0001728534698486328,4.76837158203125e-07,0
96,MLP-NoRetrain,0.115,0.46117424242424243,22,1,175,2,0.885,True,0.00017189979553222656,4.76837158203125e-07,0
97,MLP-NoRetrain,0.01,0.010025062656641586,1,1,104,94,0.99,True,0.00017404556274414062,4.76837158203125e-07,0
98,MLP-NoRetrain,0.05,0.04286926994906624,1,9,115,75,0.95,True,0.00017261505126953125,4.76837158203125e-07,0
99,MLP-NoRetrain,0.06,0.036363636363636376,0,12,153,35,0.94,True,0.0001728534698486328,4.76837158203125e-07,0
0,MLP-RetrainWin,0.995,0.9962962962962962,134,65,0,1,0.0050000000000000044,True,0.00032639503479003906,0.4190349578857422,800
1,MLP-RetrainWin,1.0,1.0,156,44,0,0,0.0,True,0.0001747608184814453,0.4228849411010742,1600
2,MLP-RetrainWin,0.99,0.9705882352941176,166,32,2,0,0.010000000000000009,True,0.00017642974853515625,0.6607637405395508,2400
3,MLP-RetrainWin,0.99,0.9411764705882353,183,15,2,0,0.010000000000000009,True,0.0002295970916748047,0.9233675003051758,3200
4,MLP-RetrainWin,0.975,0.9074074074074074,173,22,5,0,0.025000000000000022,True,0.0001766681671142578,0.8700506687164307,4000
5,MLP-RetrainWin,0.93,0.8679245283018868,147,39,14,0,0.06999999999999995,True,0.00018358230590820312,1.0454533100128174,4800
6,MLP-RetrainWin,1.0,1.0,93,107,0,0,0.0,True,0.0001895427703857422,1.0582308769226074,5600
7,MLP-RetrainWin,1.0,1.0,129,71,0,0,0.0,True,0.00022459030151367188,1.0594470500946045,5600
8,MLP-RetrainWin,1.0,1.0,159,41,0,0,0.0,True,0.00017714500427246094,1.0177936553955078,5600
9,MLP-RetrainWin,0.98,0.9411764705882353,166,30,4,0,0.020000000000000018,True,0.0002243518829345703,1.9139025211334229,5600
10,MLP-RetrainWin,0.995,0.9972972972972973,184,15,0,1,0.0050000000000000044,True,0.00017881393432617188,0.8443338871002197,5600
11,MLP-RetrainWin,0.97,0.8421052631578947,181,13,6,0,0.030000000000000027,True,0.00022840499877929688,1.8661255836486816,5600
12,MLP-RetrainWin,1.0,1.0,152,48,0,0,0.0,True,0.00017833709716796875,1.6867713928222656,5600
13,MLP-RetrainWin,0.995,0.9946236559139785,107,92,1,0,0.0050000000000000044,True,0.00023412704467773438,2.359412431716919,5600
14,MLP-RetrainWin,0.98,0.983739837398374,119,77,0,4,0.020000000000000018,True,0.00022935867309570312,1.5403919219970703,5600
15,MLP-RetrainWin,1.0,1.0,160,40,0,0,0.0,True,0.00017905235290527344,1.564279556274414,5600
16,MLP-RetrainWin,0.99,0.9942528735632183,172,26,0,2,0.010000000000000009,True,0.0001773834228515625,1.009122610092163,5600
17,MLP-RetrainWin,0.99,0.9943502824858756,175,23,0,2,0.010000000000000009,True,0.00023484230041503906,0.9895014762878418,5600
18,MLP-RetrainWin,0.99,0.9744637385086823,177,21,1,1,0.010000000000000009,True,0.00017881393432617188,0.8524701595306396,5600
19,MLP-RetrainWin,0.985,0.9892857142857143,137,60,0,3,0.015000000000000013,True,0.00017690658569335938,0.9481165409088135,5600
20,MLP-RetrainWin,0.995,0.9944444444444445,110,89,1,0,0.0050000000000000044,True,0.00017762184143066406,1.1998462677001953,5600
21,MLP-RetrainWin,1.0,1.0,124,76,0,0,0.0,True,0.0001766681671142578,1.8701553344726562,5600
22,MLP-RetrainWin,1.0,1.0,154,46,0,0,0.0,True,0.00022411346435546875,0.9431102275848389,5600
23,MLP-RetrainWin,1.0,1.0,177,23,0,0,0.0,True,0.0001761913299560547,1.7892560958862305,5600
24,MLP-RetrainWin,0.985,0.9,185,12,3,0,0.015000000000000013,True,0.0001773834228515625,1.4034862518310547,5600
25,MLP-RetrainWin,0.995,0.96875,184,15,1,0,0.0050000000000000044,True,0.0001761913299560547,0.647862434387207,5600
26,MLP-RetrainWin,0.84,0.9053254437869822,137,31,0,32,0.16000000000000003,True,0.0001761913299560547,1.0105445384979248,5600
27,MLP-RetrainWin,0.975,0.975,96,99,1,4,0.025000000000000022,True,0.0002319812774658203,1.2607128620147705,5600
28,MLP-RetrainWin,0.98,0.9851851851851852,131,65,0,4,0.020000000000000018,True,0.0001785755157470703,0.7922708988189697,5600
29,MLP-RetrainWin,0.965,0.9775641025641026,149,44,0,7,0.03500000000000003,True,0.00017499923706054688,0.5620832443237305,5600
30,MLP-RetrainWin,0.965,0.9806629834254144,174,19,0,7,0.03500000000000003,True,0.00017595291137695312,1.1536779403686523,5600
31,MLP-RetrainWin,0.995,0.9973404255319149,187,12,0,1,0.0050000000000000044,True,0.00017642974853515625,1.8631658554077148,5600
32,MLP-RetrainWin,0.995,0.9974358974358974,194,5,0,1,0.0050000000000000044,True,0.00017642974853515625,1.8926966190338135,5600
33,MLP-RetrainWin,0.99,0.9583333333333333,176,22,2,0,0.010000000000000009,True,0.00022602081298828125,1.0322818756103516,5600
34,MLP-RetrainWin,0.995,0.9943181818181819,87,112,0,1,0.0050000000000000044,True,0.00017642974853515625,0.8029515743255615,5600
35,MLP-RetrainWin,0.995,0.9929577464788732,129,70,1,0,0.0050000000000000044,True,0.00017714500427246094,1.635133981704712,5600
36,MLP-RetrainWin,1.0,1.0,152,48,0,0,0.0,True,0.0001773834228515625,1.5932672023773193,5600
37,MLP-RetrainWin,1.0,1.0,181,19,0,0,0.0,True,0.00017595291137695312,1.2091851234436035,5600
38,MLP-RetrainWin,0.995,0.9375,192,7,1,0,0.0050000000000000044,True,0.00017642974853515625,1.0570061206817627,5600
39,MLP-RetrainWin,0.995,0.9974358974358974,194,5,0,1,0.0050000000000000044,True,0.00017571449279785156,0.7376091480255127,5600
40,MLP-RetrainWin,0.995,0.9782608695652174,177,22,1,0,0.0050000000000000044,True,0.00022339820861816406,0.7218999862670898,5600
41,MLP-RetrainWin,0.995,0.9953271028037383,106,93,0,1,0.0050000000000000044,True,0.00017690658569335938,1.0961759090423584,5600
42,MLP-RetrainWin,0.985,0.988,122,75,0,3,0.015000000000000013,True,0.0001747608184814453,1.5773439407348633,5600
43,MLP-RetrainWin,1.0,1.0,155,45,0,0,0.0,True,0.00017595291137695312,1.5219554901123047,5600
44,MLP-RetrainWin,0.995,0.9972067039106145,178,21,0,1,0.0050000000000000044,True,0.0001761913299560547,1.191648006439209,5600
45,MLP-RetrainWin,1.0,1.0,189,11,0,0,0.0,True,0.00017523765563964844,1.254169225692749,5600
46,MLP-RetrainWin,0.985,0.9392088423502036,189,8,1,2,0.015000000000000013,True,0.00017595291137695312,1.2823476791381836,5600
47,MLP-RetrainWin,0.975,0.9851190476190477,163,32,0,5,0.025000000000000022,True,0.00017523765563964844,1.0081140995025635,5600
48,MLP-RetrainWin,0.99,0.99,100,98,2,0,0.010000000000000009,True,0.00017523765563964844,0.8530964851379395,5600
49,MLP-RetrainWin,1.0,1.0,127,73,0,0,0.0,True,0.00022554397583007812,1.071761131286621,5600
50,MLP-RetrainWin,0.0,0.0,0,0,165,35,1.0,True,0.0001747608184814453,2.340115785598755,5600
51,MLP-RetrainWin,0.055,0.18333333333333332,11,0,170,19,0.945,True,0.0001780986785888672,1.1685144901275635,5600
52,MLP-RetrainWin,0.245,0.5040760869565217,13,36,148,3,0.755,True,0.00018167495727539062,0.1732020378112793,5600
53,MLP-RetrainWin,0.94,0.5,0,188,0,12,0.06000000000000005,True,0.00017380714416503906,0.6871082782745361,5600
54,MLP-RetrainWin,0.69,0.6868653783164101,48,90,39,23,0.31000000000000005,True,0.00017523765563964844,1.0867233276367188,5600
55,MLP-RetrainWin,0.12,0.11830647582824544,6,18,85,91,0.88,True,0.00017547607421875,2.051719903945923,5600
56,MLP-RetrainWin,0.99,0.9915254237288136,82,116,2,0,0.010000000000000009,True,0.00017499923706054688,0.8183579444885254,5600
57,MLP-RetrainWin,0.99,0.9761904761904762,40,158,0,2,0.010000000000000009,True,0.0001761913299560547,1.1934866905212402,5600
58,MLP-RetrainWin,1.0,1.0,28,172,0,0,0.0,True,0.00017523765563964844,1.0460233688354492,5600
59,MLP-RetrainWin,0.99,0.9678559948569592,16,182,1,1,0.010000000000000009,True,0.00017571449279785156,1.4827954769134521,5600
60,MLP-RetrainWin,1.0,1.0,31,169,0,0,0.0,True,0.0002295970916748047,1.309892177581787,5600
61,MLP-RetrainWin,0.98,0.9697420634920635,53,143,1,3,0.020000000000000018,True,0.00017642974853515625,1.0328164100646973,5600
62,MLP-RetrainWin,1.0,1.0,85,115,0,0,0.0,True,0.00018334388732910156,1.2347064018249512,5600
63,MLP-RetrainWin,0.995,0.99609375,72,127,1,0,0.0050000000000000044,True,0.00017547607421875,0.9253911972045898,5600
64,MLP-RetrainWin,0.99,0.9932885906040269,51,147,2,0,0.010000000000000009,True,0.0001742839813232422,1.1643412113189697,5600
65,MLP-RetrainWin,1.0,1.0,30,170,0,0,0.0,True,0.0001747608184814453,1.0354688167572021,5600
66,MLP-RetrainWin,1.0,1.0,23,177,0,0,0.0,True,0.0001800060272216797,0.8641681671142578,5600
67,MLP-RetrainWin,1.0,1.0,17,183,0,0,0.0,True,0.00017404556274414062,1.1502470970153809,5600
68,MLP-RetrainWin,0.995,0.9918032786885246,60,139,0,1,0.0050000000000000044,True,0.00017690658569335938,0.8981759548187256,5600
69,MLP-RetrainWin,1.0,1.0,88,112,0,0,0.0,True,0.0001804828643798828,1.4243137836456299,5600
70,MLP-RetrainWin,1.0,1.0,79,121,0,0,0.0,True,0.0001742839813232422,1.0760488510131836,5600
71,MLP-RetrainWin,0.995,0.9880952380952381,41,158,0,1,0.0050000000000000044,True,0.00017452239990234375,1.4237112998962402,5600
72,MLP-RetrainWin,0.995,0.984375,31,168,0,1,0.0050000000000000044,True,0.00017452239990234375,0.7977778911590576,5600
73,MLP-RetrainWin,1.0,1.0,11,189,0,0,0.0,True,0.00023436546325683594,1.113152265548706,5600
74,MLP-RetrainWin,0.99,0.9694749694749695,17,181,1,1,0.010000000000000009,True,0.00018095970153808594,1.3243498802185059,5600
75,MLP-RetrainWin,0.98,0.9773857982813207,64,132,2,2,0.020000000000000018,True,0.0001780986785888672,0.8020999431610107,5600
76,MLP-RetrainWin,0.97,0.9689223057644111,104,90,5,1,0.030000000000000027,True,0.00017571449279785156,1.5477440357208252,5600
77,MLP-RetrainWin,0.96,0.9667027286933526,58,134,7,1,0.040000000000000036,True,0.00017595291137695312,0.7718076705932617,5600
78,MLP-RetrainWin,0.975,0.9840764331210191,43,152,5,0,0.025000000000000022,True,0.0001800060272216797,0.9707608222961426,5600
79,MLP-RetrainWin,0.98,0.9888888888888888,20,176,4,0,0.020000000000000018,True,0.0001761913299560547,0.8986070156097412,5600
80,MLP-RetrainWin,0.975,0.9870466321243524,7,188,5,0,0.025000000000000022,True,0.00017452239990234375,1.2552924156188965,5600
81,MLP-RetrainWin,0.915,0.8958333333333334,7,176,16,1,0.08499999999999996,True,0.0001747608184814453,0.865962028503418,5600
82,MLP-RetrainWin,0.88,0.9337016574585635,19,157,24,0,0.12,True,0.0001747608184814453,0.9038574695587158,5600
83,MLP-RetrainWin,0.99,0.9906542056074766,105,93,0,2,0.010000000000000009,True,0.00017523765563964844,1.2605562210083008,5600
84,MLP-RetrainWin,0.99,0.9926470588235294,64,134,2,0,0.010000000000000009,True,0.00017452239990234375,0.9640135765075684,5600
85,MLP-RetrainWin,1.0,1.0,33,167,0,0,0.0,True,0.00017571449279785156,1.2631280422210693,5600
86,MLP-RetrainWin,0.995,0.975,19,180,0,1,0.0050000000000000044,True,0.00017499923706054688,1.1962645053863525,5600
87,MLP-RetrainWin,1.0,1.0,2,198,0,0,0.0,True,0.00017547607421875,1.2278234958648682,5600
88,MLP-RetrainWin,0.995,0.9444444444444444,8,191,0,1,0.0050000000000000044,True,0.00017499923706054688,1.3930988311767578,5600
89,MLP-RetrainWin,0.995,0.9722222222222222,17,182,0,1,0.0050000000000000044,True,0.00022673606872558594,1.6765592098236084,5600
90,MLP-RetrainWin,0.985,0.985,100,97,3,0,0.015000000000000013,True,0.0001766681671142578,1.5646545886993408,5600
91,MLP-RetrainWin,1.0,1.0,59,141,0,0,0.0,True,0.00017547607421875,1.7512457370758057,5600
92,MLP-RetrainWin,1.0,1.0,47,153,0,0,0.0,True,0.00017499923706054688,1.2485017776489258,5600
93,MLP-RetrainWin,1.0,1.0,19,181,0,0,0.0,True,0.0001761913299560547,0.9290475845336914,5600
94,MLP-RetrainWin,1.0,1.0,6,194,0,0,0.0,True,0.00017952919006347656,1.3488726615905762,5600
95,MLP-RetrainWin,0.995,0.9583333333333333,11,188,0,1,0.0050000000000000044,True,0.00017642974853515625,1.2623140811920166,5600
96,MLP-RetrainWin,0.985,0.9734848484848486,23,174,2,1,0.015000000000000013,True,0.00017404556274414062,1.1685600280761719,5600
97,MLP-RetrainWin,1.0,1.0,95,105,0,0,0.0,True,0.0001747608184814453,1.8011415004730225,5600
98,MLP-RetrainWin,0.99,0.986842105263158,74,124,0,2,0.010000000000000009,True,0.00017380714416503906,1.0602827072143555,5600
99,MLP-RetrainWin,1.0,1.0,35,165,0,0,0.0,True,0.00017762184143066406,1.2744340896606445,5600
0,MLP-RetrainOne,1.0,1.0,135,65,0,0,0.0,True,0.0002772808074951172,0.41556620597839355,800
1,MLP-RetrainOne,1.0,1.0,156,44,0,0,0.0,True,0.0001735687255859375,0.6259584426879883,800
2,MLP-RetrainOne,0.985,0.9558823529411764,166,31,3,0,0.015000000000000013,True,0.00017404556274414062,0.4986846446990967,800
3,MLP-RetrainOne,0.995,0.9705882352941176,183,16,1,0,0.0050000000000000044,True,0.00017499923706054688,0.5003054141998291,800
4,MLP-RetrainOne,0.965,0.8703703703703703,173,20,7,0,0.03500000000000003,True,0.0001742839813232422,0.3193328380584717,800
5,MLP-RetrainOne,0.765,0.5566037735849056,147,6,47,0,0.235,True,0.00017404556274414062,0.43791913986206055,800
6,MLP-RetrainOne,0.47,0.5046728971962617,93,1,106,0,0.53,True,0.00017404556274414062,0.29775166511535645,800
7,MLP-RetrainOne,1.0,1.0,129,71,0,0,0.0,True,0.00017499923706054688,0.5991566181182861,800
8,MLP-RetrainOne,1.0,1.0,159,41,0,0,0.0,True,0.00017452239990234375,0.38307929039001465,800
9,MLP-RetrainOne,0.99,0.9705882352941176,166,32,2,0,0.010000000000000009,True,0.00018286705017089844,0.4658322334289551,800
10,MLP-RetrainOne,0.995,0.9666666666666667,185,14,1,0,0.0050000000000000044,True,0.00017547607421875,0.536799430847168,800
11,MLP-RetrainOne,0.975,0.8919744111660367,180,15,4,1,0.025000000000000022,True,0.00017404556274414062,0.40509986877441406,800
12,MLP-RetrainOne,0.995,0.9895833333333333,152,47,1,0,0.0050000000000000044,True,0.00017404556274414062,0.40566372871398926,800
13,MLP-RetrainOne,0.535,0.5,107,0,93,0,0.46499999999999997,True,0.0001747608184814453,0.3488774299621582,800
14,MLP-RetrainOne,0.985,0.9878048780487805,120,77,0,3,0.015000000000000013,True,0.00017499923706054688,0.3214883804321289,800
15,MLP-RetrainOne,1.0,1.0,160,40,0,0,0.0,True,0.00022554397583007812,0.2790791988372803,800
16,MLP-RetrainOne,0.995,0.9971264367816092,173,26,0,1,0.0050000000000000044,True,0.0001742839813232422,0.7538111209869385,800
17,MLP-RetrainOne,0.99,0.9565217391304348,177,21,2,0,0.010000000000000009,True,0.00017452239990234375,0.4478302001953125,800
